"","gene_id","gene_type","gene_name"
"58684","ENSG00000286257.2","lncRNA","AL137100.3"
"58685","ENSG00000286258.1","lncRNA","AC089983.2"
"58686","ENSG00000286259.1","lncRNA","AC078820.2"
"58687","ENSG00000286260.1","lncRNA","AC092604.1"
"58688","ENSG00000286262.1","lncRNA","BX322557.2"
"58689","ENSG00000286263.1","lncRNA","AL391832.4"
"58690","ENSG00000286264.2","protein_coding","AP001453.3"
"58691","ENSG00000286266.1","lncRNA","AC104370.1"
"58692","ENSG00000286267.1","TEC","FP236383.13"
"58693","ENSG00000286268.1","protein_coding","AF196969.1"
"58694","ENSG00000286269.1","lncRNA","AC092661.1"
"58695","ENSG00000286270.2","lncRNA","AL591074.2"
"58696","ENSG00000286271.2","lncRNA","AC008945.2"
"58697","ENSG00000286272.1","lncRNA","AC093843.2"
"58698","ENSG00000286273.1","lncRNA","AC078816.1"
"58699","ENSG00000286274.1","lncRNA","AC008679.1"
"58700","ENSG00000286275.1","lncRNA","AC061979.1"
"58701","ENSG00000286276.1","lncRNA","AL390066.2"
"58702","ENSG00000286277.1","lncRNA","AL009177.1"
"58703","ENSG00000286278.1","lncRNA","AL136096.1"
"58704","ENSG00000286279.1","lncRNA","AC108721.2"
"58705","ENSG00000286280.1","lncRNA","AC108063.2"
"58706","ENSG00000286281.1","lncRNA","AL353152.2"
"58707","ENSG00000286282.1","lncRNA","AC021733.4"
"58708","ENSG00000286283.1","lncRNA","AC016383.3"
"58709","ENSG00000286284.1","lncRNA","AL590681.1"
"58710","ENSG00000286285.1","lncRNA","AL138778.1"
"58711","ENSG00000286286.1","lncRNA","AL158065.1"
"58712","ENSG00000286288.1","lncRNA","AL109809.4"
"58713","ENSG00000286289.1","lncRNA","AL133482.1"
"58714","ENSG00000286290.1","lncRNA","AC011593.1"
"58715","ENSG00000286291.1","lncRNA","AC004047.1"
"58716","ENSG00000286292.1","lncRNA","AC099343.3"
"58717","ENSG00000286293.1","lncRNA","AP005901.5"
"58718","ENSG00000286294.1","lncRNA","AC107398.5"
"58719","ENSG00000286295.1","lncRNA","AL450307.1"
"58720","ENSG00000286296.1","lncRNA","AC018445.6"
"58721","ENSG00000286297.1","lncRNA","AC006445.3"
"58722","ENSG00000286299.1","lncRNA","AL121938.1"
"58723","ENSG00000286300.1","lncRNA","AC007350.1"
"58724","ENSG00000286301.1","lncRNA","AL662873.1"
"58725","ENSG00000286302.1","lncRNA","AC084724.1"
"58726","ENSG00000286303.1","lncRNA","AC007528.1"
"58727","ENSG00000286305.1","lncRNA","AC004893.2"
"58728","ENSG00000286306.1","lncRNA","AL139811.1"
"58729","ENSG00000286307.1","lncRNA","AC017028.1"
"58730","ENSG00000286308.1","lncRNA","AC084114.1"
"58731","ENSG00000286309.1","lncRNA","AL160410.1"
"58732","ENSG00000286310.1","lncRNA","AC008443.6"
"58733","ENSG00000286311.1","lncRNA","AL034550.3"
"58734","ENSG00000286312.1","lncRNA","AL157769.1"
"58735","ENSG00000286313.1","lncRNA","AL360178.1"
"58736","ENSG00000286314.1","lncRNA","AC010359.3"
"58737","ENSG00000286315.1","lncRNA","AC087175.1"
"58738","ENSG00000286316.1","lncRNA","Z93020.1"
"58739","ENSG00000286317.1","lncRNA","AC117469.1"
"58740","ENSG00000286318.1","lncRNA","AC096576.7"
"58741","ENSG00000286319.1","lncRNA","AL135978.1"
"58742","ENSG00000286320.1","lncRNA","AC108053.1"
"58743","ENSG00000286321.1","lncRNA","AC093791.2"
"58744","ENSG00000286322.1","lncRNA","AL356218.2"
"58745","ENSG00000286323.1","lncRNA","AC004080.17"
"58746","ENSG00000286324.1","lncRNA","AL033381.3"
"58747","ENSG00000286325.1","lncRNA","AC124861.3"
"58748","ENSG00000286326.1","lncRNA","Z95115.2"
"58749","ENSG00000286327.1","lncRNA","AL035427.2"
"58750","ENSG00000286328.1","lncRNA","AC079052.1"
"58751","ENSG00000286329.1","lncRNA","AC108690.1"
"58752","ENSG00000286330.1","lncRNA","AL353660.1"
"58753","ENSG00000286331.1","lncRNA","AC011388.1"
"58754","ENSG00000286332.1","lncRNA","AL353637.2"
"58755","ENSG00000286333.1","lncRNA","AC004828.2"
"58756","ENSG00000286334.1","lncRNA","AL161430.1"
"58757","ENSG00000286335.1","lncRNA","AC009230.1"
"58758","ENSG00000286337.1","lncRNA","AC025370.2"
"58759","ENSG00000286338.1","lncRNA","AC099487.2"
"58760","ENSG00000286339.1","lncRNA","Z99496.1"
"58761","ENSG00000286340.1","lncRNA","AL356776.2"
"58762","ENSG00000286341.1","lncRNA","AP002762.3"
"58763","ENSG00000286342.1","lncRNA","AC073210.3"
"58764","ENSG00000286343.1","lncRNA","AL359436.1"
"58765","ENSG00000286344.1","lncRNA","AL357127.2"
"58766","ENSG00000286345.1","lncRNA","AP002001.3"
"58767","ENSG00000286346.1","lncRNA","AC021613.3"
"58768","ENSG00000286347.1","lncRNA","AC114802.1"
"58769","ENSG00000286348.1","lncRNA","AC084834.1"
"58770","ENSG00000286349.1","lncRNA","AC108471.3"
"58771","ENSG00000286350.1","lncRNA","AC091393.2"
"58772","ENSG00000286351.1","lncRNA","AC046129.1"
"58773","ENSG00000286352.1","lncRNA","AC104451.2"
"58774","ENSG00000286353.1","lncRNA","AC115282.1"
"58775","ENSG00000286354.1","lncRNA","AC079384.2"
"58776","ENSG00000286355.1","lncRNA","AL355834.2"
"58777","ENSG00000286356.1","lncRNA","AC135726.1"
"58778","ENSG00000286357.1","lncRNA","AC106742.1"
"58779","ENSG00000286358.1","lncRNA","AC096647.1"
"58780","ENSG00000286359.1","lncRNA","AL844892.1"
"58781","ENSG00000286360.1","lncRNA","AC107081.3"
"58782","ENSG00000286361.1","lncRNA","AC092944.3"
"58783","ENSG00000286362.1","lncRNA","AP005717.2"
"58784","ENSG00000286363.1","lncRNA","AC087427.1"
"58785","ENSG00000286364.1","lncRNA","AL512308.1"
"58786","ENSG00000286365.1","lncRNA","AP000553.9"
"58787","ENSG00000286366.1","lncRNA","AC005052.2"
"58788","ENSG00000286367.1","lncRNA","AC000072.1"
"58789","ENSG00000286368.1","lncRNA","AL031767.2"
"58790","ENSG00000286369.1","lncRNA","AP002813.1"
"58791","ENSG00000286370.1","lncRNA","AC064856.1"
"58792","ENSG00000286371.1","lncRNA","AC097450.1"
"58793","ENSG00000286372.1","lncRNA","AL449223.1"
"58794","ENSG00000286373.1","lncRNA","AC022387.2"
"58795","ENSG00000286374.1","lncRNA","AP001999.3"
"58796","ENSG00000286375.1","lncRNA","AL512590.3"
"58797","ENSG00000286376.1","lncRNA","AC006041.2"
"58798","ENSG00000286377.1","lncRNA","AC114964.2"
"58799","ENSG00000286378.1","lncRNA","AL713852.2"
"58800","ENSG00000286379.1","lncRNA","AL591845.1"
"58801","ENSG00000286380.1","lncRNA","AC084864.2"
"58802","ENSG00000286381.1","lncRNA","AL078622.1"
"58803","ENSG00000286382.1","lncRNA","AC090707.2"
"58804","ENSG00000286383.1","lncRNA","AC096645.1"
"58805","ENSG00000286384.1","lncRNA","AC019159.2"
"58806","ENSG00000286385.1","lncRNA","AL445255.1"
"58807","ENSG00000286386.1","lncRNA","AC005888.1"
"58808","ENSG00000286387.1","lncRNA","AC007432.1"
"58809","ENSG00000286388.1","lncRNA","AC026748.7"
"58810","ENSG00000286389.1","lncRNA","AL731702.1"
"58811","ENSG00000286390.1","lncRNA","AC002465.1"
"58812","ENSG00000286391.1","lncRNA","AL592078.2"
"58813","ENSG00000286393.1","lncRNA","Z97192.4"
"58814","ENSG00000286394.1","lncRNA","AC117373.2"
"58815","ENSG00000286395.1","lncRNA","AL158038.1"
"58816","ENSG00000286396.1","unprocessed_pseudogene","AC023049.1"
"58817","ENSG00000286397.1","lncRNA","AC115220.2"
"58818","ENSG00000286398.1","lncRNA","AL360013.3"
"58819","ENSG00000286399.1","lncRNA","AC104634.1"
"58820","ENSG00000286400.1","lncRNA","AC110926.1"
"58821","ENSG00000286401.1","lncRNA","AC069547.2"
"58822","ENSG00000286402.1","lncRNA","AC090629.1"
"58823","ENSG00000286403.1","lncRNA","AC010378.1"
"58824","ENSG00000286404.1","lncRNA","AC011228.2"
"58825","ENSG00000286405.1","lncRNA","AL132799.1"
"58826","ENSG00000286406.1","transcribed_unprocessed_pseudogene","AC138776.1"
"58827","ENSG00000286407.1","lncRNA","AC004863.1"
"58828","ENSG00000286408.1","lncRNA","AC113410.4"
"58829","ENSG00000286409.1","lncRNA","AL391839.3"
"58830","ENSG00000286410.1","lncRNA","AC089985.1"
"58831","ENSG00000286411.1","lncRNA","AC002458.1"
"58832","ENSG00000286412.1","lncRNA","AC007682.1"
"58833","ENSG00000286413.1","lncRNA","AL355501.1"
"58834","ENSG00000286414.1","lncRNA","AL390791.1"
"58835","ENSG00000286415.1","lncRNA","AC017050.1"
"58836","ENSG00000286416.1","lncRNA","AL442067.3"
"58837","ENSG00000286417.1","lncRNA","AL133334.1"
"58838","ENSG00000286418.1","lncRNA","AC018716.2"
"58839","ENSG00000286419.1","lncRNA","AC097637.3"
"58840","ENSG00000286420.1","lncRNA","AC093796.1"
"58841","ENSG00000286421.1","lncRNA","AL360013.4"
"58842","ENSG00000286422.2","lncRNA","AL445984.2"
"58843","ENSG00000286423.1","lncRNA","AC004817.5"
"58844","ENSG00000286424.1","lncRNA","AL157996.2"
"58845","ENSG00000286425.1","lncRNA","AL773573.1"
"58846","ENSG00000286426.1","lncRNA","AC090936.1"
"58847","ENSG00000286427.1","lncRNA","AC009486.2"
"58848","ENSG00000286428.1","lncRNA","AL161731.1"
"58849","ENSG00000286429.1","lncRNA","BX004807.1"
"58850","ENSG00000286430.1","lncRNA","AC020558.6"
"58851","ENSG00000286431.1","lncRNA","BX842570.1"
"58852","ENSG00000286432.1","lncRNA","AC109472.1"
"58853","ENSG00000286433.1","lncRNA","AL020997.4"
"58854","ENSG00000286434.1","lncRNA","AC007656.4"
"58855","ENSG00000286435.1","lncRNA","AC025048.7"
"58856","ENSG00000286436.1","lncRNA","AC099654.11"
"58857","ENSG00000286437.1","lncRNA","AF111169.4"
"58858","ENSG00000286438.1","lncRNA","AL591115.1"
"58859","ENSG00000286439.1","lncRNA","AL354916.1"
"58860","ENSG00000286440.1","lncRNA","Z97056.3"
"58861","ENSG00000286441.1","lncRNA","AC016575.2"
"58862","ENSG00000286442.1","lncRNA","AL512603.1"
"58863","ENSG00000286443.1","lncRNA","AC091178.2"
"58864","ENSG00000286444.1","lncRNA","AL035661.2"
"58865","ENSG00000286445.1","lncRNA","AL355334.2"
"58866","ENSG00000286446.1","lncRNA","AL353688.1"
"58867","ENSG00000286447.1","lncRNA","AC109782.1"
"58868","ENSG00000286448.1","lncRNA","AP006222.2"
"58869","ENSG00000286449.1","lncRNA","AC016590.4"
"58870","ENSG00000286450.1","lncRNA","AC021573.1"
"58871","ENSG00000286451.1","lncRNA","AL499602.1"
"58872","ENSG00000286452.1","lncRNA","AL355596.2"
"58873","ENSG00000286453.1","lncRNA","AC012081.2"
"58874","ENSG00000286454.1","lncRNA","AC091893.2"
"58875","ENSG00000286455.1","lncRNA","AL162400.3"
"58876","ENSG00000286456.1","lncRNA","AC016769.5"
"58877","ENSG00000286457.1","lncRNA","AC009560.3"
"58878","ENSG00000286458.1","lncRNA","AC083870.1"
"58879","ENSG00000286459.1","lncRNA","AP006287.3"
"58880","ENSG00000286460.1","lncRNA","AC006538.4"
"58881","ENSG00000286461.1","lncRNA","AC024730.1"
"58882","ENSG00000286462.1","lncRNA","AC092850.2"
"58883","ENSG00000286463.1","lncRNA","AP002755.1"
"58884","ENSG00000286464.1","lncRNA","AL583809.1"
"58885","ENSG00000286465.1","lncRNA","AC068408.2"
"58886","ENSG00000286466.1","lncRNA","AC069280.2"
"58887","ENSG00000286467.1","lncRNA","AC108052.1"
"58888","ENSG00000286468.1","lncRNA","AC010251.1"
"58889","ENSG00000286469.1","lncRNA","AL445668.1"
"58890","ENSG00000286470.1","lncRNA","AL034427.1"
"58891","ENSG00000286471.1","lncRNA","AC027250.2"
"58892","ENSG00000286472.1","lncRNA","AL035252.5"
"58893","ENSG00000286473.1","lncRNA","AC133485.7"
"58894","ENSG00000286474.1","lncRNA","AL355672.1"
"58895","ENSG00000286475.1","lncRNA","AL592156.1"
"58896","ENSG00000286476.1","lncRNA","AC079030.1"
"58897","ENSG00000286477.1","lncRNA","AC095038.4"
"58898","ENSG00000286478.1","lncRNA","AC007130.1"
"58899","ENSG00000286479.1","lncRNA","AL132718.1"
"58900","ENSG00000286480.1","lncRNA","AC009501.2"
"58901","ENSG00000286481.1","lncRNA","AC011246.1"
"58902","ENSG00000286482.1","lncRNA","AL117344.2"
"58903","ENSG00000286483.1","lncRNA","AL121762.1"
"58904","ENSG00000286484.1","lncRNA","AC021451.2"
"58905","ENSG00000286485.1","lncRNA","Z80897.1"
"58906","ENSG00000286486.1","lncRNA","AL590483.4"
"58907","ENSG00000286487.1","lncRNA","AC006398.1"
"58908","ENSG00000286488.1","lncRNA","AC103858.3"
"58909","ENSG00000286489.1","lncRNA","AC010789.2"
"58910","ENSG00000286490.1","lncRNA","AC067942.4"
"58911","ENSG00000286491.1","lncRNA","AL023553.1"
"58912","ENSG00000286492.1","lncRNA","AC117509.1"
"58913","ENSG00000286493.1","lncRNA","AC069214.1"
"58914","ENSG00000286494.1","lncRNA","AC022325.2"
"58915","ENSG00000286495.1","lncRNA","AC092079.2"
"58916","ENSG00000286496.1","lncRNA","AL359764.1"
"58917","ENSG00000286497.1","lncRNA","AP001924.2"
"58918","ENSG00000286498.1","lncRNA","AL132982.1"
"58919","ENSG00000286499.1","lncRNA","AP006219.2"
"58920","ENSG00000286500.1","lncRNA","AL512643.2"
"58921","ENSG00000286501.1","lncRNA","AC018545.1"
"58922","ENSG00000286502.1","lncRNA","AL645768.1"
"58923","ENSG00000286503.1","lncRNA","AC008462.1"
"58924","ENSG00000286504.1","lncRNA","AC092745.4"
"58925","ENSG00000286505.1","lncRNA","AC087468.2"
"58926","ENSG00000286506.1","transcribed_unprocessed_pseudogene","FP325317.2"
"58927","ENSG00000286507.1","lncRNA","AC004947.3"
"58928","ENSG00000286508.1","lncRNA","AC000050.2"
"58929","ENSG00000286509.1","lncRNA","AC026408.1"
"58930","ENSG00000286510.1","lncRNA","AC018695.8"
"58931","ENSG00000286511.1","lncRNA","Z95118.2"
"58932","ENSG00000286512.1","lncRNA","AL031768.2"
"58933","ENSG00000286513.1","lncRNA","AC010982.2"
"58934","ENSG00000286514.1","lncRNA","AL355870.2"
"58935","ENSG00000286515.1","lncRNA","AC142116.2"
"58936","ENSG00000286516.1","lncRNA","AC106719.1"
"58937","ENSG00000286517.1","lncRNA","AP000696.2"
"58938","ENSG00000286518.1","lncRNA","AL354743.1"
"58939","ENSG00000286519.1","lncRNA","AC009236.1"
"58940","ENSG00000286520.1","lncRNA","AC079851.1"
"58941","ENSG00000286521.1","lncRNA","AC107881.1"
"58942","ENSG00000286522.2","protein_coding","H3C2"
"58943","ENSG00000286523.1","lncRNA","AL022151.1"
"58944","ENSG00000286524.1","lncRNA","AC092567.2"
"58945","ENSG00000286525.1","lncRNA","AC023787.2"
"58946","ENSG00000286526.1","lncRNA","AC007652.2"
"58947","ENSG00000286527.1","lncRNA","AL161665.2"
"58948","ENSG00000286528.1","lncRNA","AC099506.3"
"58949","ENSG00000286529.1","lncRNA","AC090398.2"
"58950","ENSG00000286530.1","lncRNA","AC108057.1"
"58951","ENSG00000286531.1","lncRNA","AC097015.1"
"58952","ENSG00000286532.1","lncRNA","PARTICL"
"58953","ENSG00000286533.1","lncRNA","AL078604.4"
"58954","ENSG00000286534.1","lncRNA","AC021683.6"
"58955","ENSG00000286535.1","lncRNA","AC139019.1"
"58956","ENSG00000286536.1","lncRNA","AL591506.1"
"58957","ENSG00000286537.1","lncRNA","AL512655.1"
"58958","ENSG00000286538.1","lncRNA","AC008798.2"
"58959","ENSG00000286539.1","lncRNA","AC073973.1"
"58960","ENSG00000286540.1","lncRNA","AL096854.1"
"58961","ENSG00000286541.1","lncRNA","AC105941.1"
"58962","ENSG00000286542.1","lncRNA","AC124242.3"
"58963","ENSG00000286543.1","lncRNA","AC138409.3"
"58964","ENSG00000286544.1","lncRNA","AL359502.2"
"58965","ENSG00000286545.1","lncRNA","AC092645.2"
"58966","ENSG00000286546.1","lncRNA","AL079338.1"
"58967","ENSG00000286547.1","lncRNA","AL157938.4"
"58968","ENSG00000286548.1","lncRNA","AL596214.1"
"58969","ENSG00000286549.1","lncRNA","AP001631.2"
"58970","ENSG00000286550.1","lncRNA","AL591002.1"
"58971","ENSG00000286551.1","lncRNA","AL355836.2"
"58972","ENSG00000286552.1","lncRNA","AL390839.1"
"58973","ENSG00000286553.1","lncRNA","AL357075.2"
"58974","ENSG00000286554.1","lncRNA","AC021451.3"
"58975","ENSG00000286555.1","lncRNA","AP003065.1"
"58976","ENSG00000286556.1","lncRNA","AC091838.1"
"58977","ENSG00000286557.1","lncRNA","AC104088.2"
"58978","ENSG00000286558.1","lncRNA","AC098679.4"
"58979","ENSG00000286559.1","lncRNA","AC099845.1"
"58980","ENSG00000286561.1","lncRNA","AC011092.3"
"58981","ENSG00000286562.1","lncRNA","Z98742.4"
"58982","ENSG00000286563.1","lncRNA","AC078983.1"
"58983","ENSG00000286564.1","lncRNA","AL593844.1"
"58984","ENSG00000286565.1","lncRNA","AC006348.1"
"58985","ENSG00000286566.1","lncRNA","AC023511.3"
"58986","ENSG00000286567.1","lncRNA","AC092825.1"
"58987","ENSG00000286568.1","lncRNA","AC007879.5"
"58988","ENSG00000286569.1","lncRNA","AC245427.2"
"58989","ENSG00000286570.1","lncRNA","AC104304.3"
"58990","ENSG00000286571.1","lncRNA","AL359511.2"
"58991","ENSG00000286572.1","lncRNA","AL592146.2"
"58992","ENSG00000286573.1","lncRNA","AL136225.1"
"58993","ENSG00000286575.1","lncRNA","AL356608.3"
"58994","ENSG00000286576.1","lncRNA","AC121334.4"
"58995","ENSG00000286577.1","lncRNA","AC117528.1"
"58996","ENSG00000286578.1","lncRNA","AC092819.2"
"58997","ENSG00000286579.1","lncRNA","AC023483.1"
"58998","ENSG00000286580.1","lncRNA","AC034159.2"
"58999","ENSG00000286581.1","lncRNA","AL450992.3"
"59000","ENSG00000286582.1","lncRNA","AL161753.1"
"59001","ENSG00000286583.1","lncRNA","AC105101.2"
"59002","ENSG00000286584.2","lncRNA","AC023494.1"
"59003","ENSG00000286585.1","lncRNA","AC104472.4"
"59004","ENSG00000286586.1","lncRNA","AC084018.3"
"59005","ENSG00000286587.1","lncRNA","AL133335.2"
"59006","ENSG00000286588.1","lncRNA","AC104841.1"
"59007","ENSG00000286589.1","lncRNA","AC005697.3"
"59008","ENSG00000286590.1","lncRNA","AL132775.1"
"59009","ENSG00000286591.1","lncRNA","AC006197.2"
"59010","ENSG00000286592.1","lncRNA","LINC02885"
"59011","ENSG00000286593.1","lncRNA","AP006261.1"
"59012","ENSG00000286594.1","lncRNA","AL133493.2"
"59013","ENSG00000286595.1","lncRNA","AL512358.1"
"59014","ENSG00000286596.1","lncRNA","AC098595.1"
"59015","ENSG00000286597.1","lncRNA","AL645507.1"
"59016","ENSG00000286598.1","lncRNA","AC100756.3"
"59017","ENSG00000286599.1","lncRNA","AC110611.1"
"59018","ENSG00000286600.1","lncRNA","AC119427.2"
"59019","ENSG00000286601.1","lncRNA","AC007563.3"
"59020","ENSG00000286602.1","lncRNA","AC021660.4"
"59021","ENSG00000286603.1","lncRNA","AC012101.1"
"59022","ENSG00000286604.1","lncRNA","AC007100.2"
"59023","ENSG00000286605.1","lncRNA","AC115100.1"
"59024","ENSG00000286606.1","lncRNA","AC097468.3"
"59025","ENSG00000286607.1","lncRNA","AL135818.3"
"59026","ENSG00000286608.1","lncRNA","AC010201.3"
"59027","ENSG00000286609.1","lncRNA","AL589166.1"
"59028","ENSG00000286610.1","lncRNA","AL356433.1"
"59029","ENSG00000286611.1","lncRNA","AC007405.4"
"59030","ENSG00000286612.1","lncRNA","AL353774.1"
"59031","ENSG00000286613.1","lncRNA","AC006213.7"
"59032","ENSG00000286614.1","transcribed_unprocessed_pseudogene","AL589182.3"
"59033","ENSG00000286615.1","lncRNA","AC011416.4"
"59034","ENSG00000286616.1","lncRNA","AL008730.1"
"59035","ENSG00000286617.1","lncRNA","AC084167.1"
"59036","ENSG00000286618.1","lncRNA","AC131944.1"
"59037","ENSG00000286619.1","lncRNA","AC119673.2"
"59038","ENSG00000286620.1","TEC","AC239860.3"
"59039","ENSG00000286621.1","lncRNA","AC064843.1"
"59040","ENSG00000286622.1","lncRNA","AC034111.2"
"59041","ENSG00000286623.1","lncRNA","AC005041.4"
"59042","ENSG00000286624.1","lncRNA","AC069421.2"
"59043","ENSG00000286625.1","lncRNA","AC113370.1"
"59044","ENSG00000286626.1","lncRNA","AC090469.1"
"59045","ENSG00000286627.1","lncRNA","AP005900.1"
"59046","ENSG00000286628.1","lncRNA","AL096828.5"
"59047","ENSG00000286629.1","lncRNA","AC005803.1"
"59048","ENSG00000286630.1","lncRNA","AL133240.2"
"59049","ENSG00000286631.1","lncRNA","AL133405.1"
"59050","ENSG00000286632.1","lncRNA","AC008751.3"
"59051","ENSG00000286633.1","lncRNA","AL160400.1"
"59052","ENSG00000286634.1","lncRNA","AC146507.3"
"59053","ENSG00000286635.1","lncRNA","AC006112.1"
"59054","ENSG00000286636.1","lncRNA","AL512356.4"
"59055","ENSG00000286637.1","lncRNA","AC093765.2"
"59056","ENSG00000286638.1","lncRNA","AC123595.2"
"59057","ENSG00000286639.1","lncRNA","AC004879.1"
"59058","ENSG00000286640.1","transcribed_unprocessed_pseudogene","AC093151.5"
"59059","ENSG00000286641.1","lncRNA","AC108073.3"
"59060","ENSG00000286642.1","lncRNA","AC091646.1"
"59061","ENSG00000286643.1","lncRNA","AP000248.1"
"59062","ENSG00000286644.1","lncRNA","AC008443.7"
"59063","ENSG00000286645.1","lncRNA","AC013267.1"
"59064","ENSG00000286646.1","lncRNA","AL121933.2"
"59065","ENSG00000286647.1","lncRNA","AC008459.1"
"59066","ENSG00000286648.1","lncRNA","AC068931.1"
"59067","ENSG00000286649.1","lncRNA","AC006566.2"
"59068","ENSG00000286650.1","lncRNA","AL139234.1"
"59069","ENSG00000286651.2","transcribed_unitary_pseudogene","PRSS43P"
"59070","ENSG00000286652.1","lncRNA","AL021918.5"
"59071","ENSG00000286653.1","lncRNA","AC092125.2"
"59072","ENSG00000286654.1","lncRNA","AC092636.1"
"59073","ENSG00000286655.1","lncRNA","AL158011.1"
"59074","ENSG00000286656.1","lncRNA","AC008875.2"
"59075","ENSG00000286657.1","lncRNA","AC008453.2"
"59076","ENSG00000286658.1","lncRNA","AC005153.1"
"59077","ENSG00000286659.1","lncRNA","Z99716.2"
"59078","ENSG00000286660.1","lncRNA","AC068633.2"
"59079","ENSG00000286661.1","lncRNA","AC092933.2"
"59080","ENSG00000286662.2","lncRNA","AC087894.3"
"59081","ENSG00000286663.1","lncRNA","AL513524.1"
"59082","ENSG00000286664.1","lncRNA","AC104689.2"
"59083","ENSG00000286665.1","lncRNA","AP000648.9"
"59084","ENSG00000286666.1","lncRNA","AL663058.2"
"59085","ENSG00000286667.1","lncRNA","AC010641.2"
"59086","ENSG00000286668.1","lncRNA","AL391730.2"
"59087","ENSG00000286669.1","lncRNA","AC008532.1"
"59088","ENSG00000286670.1","lncRNA","AL450467.1"
"59089","ENSG00000286671.1","lncRNA","AC025253.2"
"59090","ENSG00000286672.1","lncRNA","AL096712.2"
"59091","ENSG00000286674.1","lncRNA","AL121935.3"
"59092","ENSG00000286675.1","lncRNA","AC068700.2"
"59093","ENSG00000286676.1","processed_pseudogene","ACTBP4"
"59094","ENSG00000286677.1","lncRNA","AP006545.3"
"59095","ENSG00000286678.1","lncRNA","AC007649.1"
"59096","ENSG00000286679.1","lncRNA","AC073225.1"
"59097","ENSG00000286680.1","lncRNA","AL713998.3"
"59098","ENSG00000286681.1","lncRNA","AF235103.3"
"59099","ENSG00000286682.1","lncRNA","AC025262.3"
"59100","ENSG00000286683.1","lncRNA","AL512424.1"
"59101","ENSG00000286684.1","lncRNA","AL358976.1"
"59102","ENSG00000286685.1","lncRNA","AL158077.2"
"59103","ENSG00000286686.1","lncRNA","AL136040.2"
"59104","ENSG00000286687.1","lncRNA","AC022535.2"
"59105","ENSG00000286688.1","lncRNA","AP002748.6"
"59106","ENSG00000286689.1","lncRNA","AC090946.1"
"59107","ENSG00000286690.1","lncRNA","AC011351.1"
"59108","ENSG00000286691.1","lncRNA","AL590009.1"
"59109","ENSG00000286692.1","lncRNA","AC118469.2"
"59110","ENSG00000286693.1","lncRNA","AC105230.1"
"59111","ENSG00000286694.1","lncRNA","AL161935.3"
"59112","ENSG00000286695.1","lncRNA","AC026316.5"
"59113","ENSG00000286696.1","lncRNA","AC090826.3"
"59114","ENSG00000286697.1","lncRNA","AC092623.1"
"59115","ENSG00000286698.1","lncRNA","AC027612.3"
"59116","ENSG00000286699.1","lncRNA","AC084198.2"
"59117","ENSG00000286700.1","lncRNA","AC108075.1"
"59118","ENSG00000286701.1","lncRNA","AC044893.2"
"59119","ENSG00000286703.1","lncRNA","AC005682.2"
"59120","ENSG00000286704.1","unprocessed_pseudogene","AP001803.10"
"59121","ENSG00000286705.1","lncRNA","AC079140.6"
"59122","ENSG00000286707.1","lncRNA","AC010896.1"
"59123","ENSG00000286708.1","lncRNA","AP003783.1"
"59124","ENSG00000286709.1","lncRNA","AL138997.1"
"59125","ENSG00000286710.1","lncRNA","AC188617.1"
"59126","ENSG00000286711.1","lncRNA","AC105343.2"
"59127","ENSG00000286712.1","lncRNA","AC002331.1"
"59128","ENSG00000286713.1","lncRNA","AC113348.3"
"59129","ENSG00000286714.1","lncRNA","AC093001.2"
"59130","ENSG00000286715.1","lncRNA","AL589863.2"
"59131","ENSG00000286716.1","lncRNA","AC108452.1"
"59132","ENSG00000286717.1","lncRNA","AP001407.1"
"59133","ENSG00000286718.1","lncRNA","AC007066.3"
"59134","ENSG00000286719.1","lncRNA","AL391811.1"
"59135","ENSG00000286720.1","lncRNA","AC097375.5"
"59136","ENSG00000286721.1","lncRNA","AC010623.1"
"59137","ENSG00000286722.1","lncRNA","AC009244.1"
"59138","ENSG00000286723.1","lncRNA","AL021368.5"
"59139","ENSG00000286724.1","lncRNA","AL732509.1"
"59140","ENSG00000286725.1","lncRNA","AC018706.1"
"59141","ENSG00000286727.1","lncRNA","AC123786.3"
"59142","ENSG00000286728.1","lncRNA","AC009236.2"
"59143","ENSG00000286729.1","lncRNA","AC137695.3"
"59144","ENSG00000286730.1","lncRNA","AL365295.2"
"59145","ENSG00000286731.1","lncRNA","AP001360.2"
"59146","ENSG00000286732.1","lncRNA","AC091181.2"
"59147","ENSG00000286733.1","lncRNA","LINC02348"
"59148","ENSG00000286734.1","lncRNA","AC133530.1"
"59149","ENSG00000286735.1","lncRNA","AC126182.3"
"59150","ENSG00000286736.1","lncRNA","AC005753.2"
"59151","ENSG00000286737.1","lncRNA","AC092168.3"
"59152","ENSG00000286738.1","lncRNA","AC073968.2"
"59153","ENSG00000286739.1","lncRNA","AC007387.1"
"59154","ENSG00000286740.1","lncRNA","AL353612.2"
"59155","ENSG00000286741.1","lncRNA","AC008766.1"
"59156","ENSG00000286742.1","lncRNA","AC000065.1"
"59157","ENSG00000286743.1","lncRNA","AC127540.2"
"59158","ENSG00000286744.1","unprocessed_pseudogene","AC009947.3"
"59159","ENSG00000286745.1","lncRNA","AC114311.1"
"59160","ENSG00000286746.1","lncRNA","AL590807.1"
"59161","ENSG00000286747.1","lncRNA","AL627095.2"
"59162","ENSG00000286748.1","lncRNA","AC145625.2"
